,oversampling_ratio,repeat0,repeat1,repeat2,repeat3,repeat4,repeat5,repeat6,repeat7,repeat8,repeat9,repeat10,repeat11,repeat12,repeat13,repeat14,repeat15,repeat16,repeat17,repeat18,repeat19,repeat20,repeat21,repeat22,repeat23,repeat24,repeat25,repeat26,repeat27,repeat28,repeat29,repeat30,repeat31,repeat32,repeat33,repeat34,repeat35,repeat36,repeat37,repeat38,repeat39,repeat40,repeat41,repeat42,repeat43,repeat44,repeat45,repeat46,repeat47,repeat48,repeat49
0,0.0009765625,0.010767366737127304,0.0032091240864247084,0.005713627673685551,0.009947503916919231,0.015822231769561768,0.02339097112417221,0.016626503318548203,0.017436940222978592,0.011555000208318233,0.007415532600134611,0.021358663216233253,0.02799869328737259,0.007009619381278753,0.0025779542047530413,0.020832311362028122,0.02293802797794342,0.02066492848098278,0.011322234757244587,0.006912964396178722,0.01000065915286541,0.01615956611931324,0.006191157270222902,0.010260931216180325,0.010852945037186146,0.016409706324338913,0.016474183648824692,0.005003565922379494,0.009689475409686565,0.022375980392098427,0.02384813502430916,0.004977256525307894,0.009333322755992413,0.01869463175535202,0.009237165562808514,0.008114732801914215,0.015611731447279453,0.009588600136339664,0.009767252020537853,0.01516585610806942,0.011455642059445381,0.009141187183558941,0.03349751979112625,0.01593893952667713,0.009807180613279343,0.011825356632471085,0.008690761402249336,0.007829438894987106,0.010899663902819157,0.026392541825771332,0.004535614978522062
1,0.00390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0087890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.024414062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.03515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.047851562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0625,0.020265880972146988,0.0067928084172308445,0.025067437440156937,0.009891531430184841,0.023946737870573997,0.02571628987789154,0.010950743220746517,0.007271395996212959,0.011716627515852451,0.01757253333926201,0.007969647645950317,0.02905549295246601,0.014482817612588406,0.022664520889520645,0.012000215239822865,0.007035512942820787,0.0105441240593791,0.0027606107760220766,0.014379260130226612,0.01619892753660679,0.013905839063227177,0.015496921725571156,0.004894657526165247,0.02585330232977867,0.01624998077750206,0.010538491420447826,0.02096099592745304,0.007741614710539579,0.033009812235832214,0.01962149329483509,0.008184103295207024,0.005904444959014654,0.013489977456629276,0.026549840345978737,0.01613137312233448,0.031878601759672165,0.005131235346198082,0.02754816599190235,0.012110607698559761,0.023319266736507416,0.00873156450688839,0.018823089078068733,0.016432886943221092,0.012165337800979614,0.017263485118746758,0.0160744097083807,0.014028605073690414,0.019733857363462448,0.004081439692527056,0.0023231322411447763
8,0.07910156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.09765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.11816406,0.020299121737480164,0.013223612681031227,0.012848478741943836,0.0039701457135379314,0.011365164071321487,0.003962098620831966,0.010399896651506424,0.012506620958447456,0.007663852535188198,0.018819836899638176,0.008668563328683376,0.01588333025574684,0.007794857490807772,0.009973214007914066,0.014935486018657684,0.020450623705983162,0.01089257188141346,0.011372426524758339,0.007077314425259829,0.009426928125321865,0.013282728381454945,0.021111276000738144,0.0158950574696064,0.003683340735733509,0.005077939480543137,0.0006508741644211113,0.002678939141333103,0.026936855167150497,0.014183316379785538,0.009383287280797958,0.018273968249559402,0.007934723980724812,0.004514837171882391,0.022242914885282516,0.0033498527482151985,0.017986154183745384,0.004070645198225975,0.029955903068184853,0.022178348153829575,0.010204403661191463,0.013135774061083794,0.009427888318896294,0.017355991527438164,0.019728921353816986,0.006683618761599064,0.012480147182941437,0.00589813943952322,0.01251157745718956,0.01100321114063263,0.01456520427018404
11,0.140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
